F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
2,-34.35,1.52,236.04,-10.48,-9,-7.66,16.56,0.58,-2.19,-23.01,42,-44.53,7.78,,True
20,-25.32,14.8,779.04,-9.24,-4.83,-28.66,31.34,12.5,-14.37,-7.26,210,-49.53,4.12,-6.04,True
2,-42.09,1.04,284.04,-10.95,-11.7,-5.66,15.66,3.6,1.8,-11.76,19,-58.53,9.74,,False
2,-34.02,1.64,173.04,-10.89,-8.72,-7.66,15.76,2.44,-1.35,-15.87,72,-43.53,7.28,-5.69,True
2,-34.38,0.52,269.04,-11.25,-9.88,-5.66,16.7,0.8,-0.24,-10.47,9,-62.53,8.06,-6,False
20,-21.81,11.5,164.04,-6.36,-8.01,-18.66,26.34,18,-11.19,-10.92,280,-34.53,3.38,-4.95,False
2,-39.33,1.2,293.04,-10.79,-9.94,-5.66,16.66,1.24,0.06,-13.77,16,-54.53,8.04,-6.75,False
20,-36.78,17.3,824.04,-7.38,-5,-18.66,26.84,11.4,-10.41,-12.45,365,0.47,3.96,,False
2,-34.56,1.8,215.04,-12.58,-10.38,-5.66,16.38,2.72,-2.31,-16.83,72,-71.53,9.68,,True
2,-49.35,0.52,185.04,-10.34,-10.58,-7.66,16.32,3.28,-1.68,-12.75,36,-46.53,12.28,,True
2,-40.08,1.6,239.04,-10.52,-10.06,-7.66,15.54,2.26,-0.75,-17.88,49,-51.53,9.64,-5.23,False
20,-30.33,17.6,614.04,-6.89,-9.7,-18.66,25.14,27.2,-12.03,-6.9,300,20.47,0.64,-5.13,False
20,-24.87,13.6,164.04,-7.58,-4.48,-18.66,26.14,20.7,-9.66,-5.79,185,-19.53,-1.86,,True
2,-35.16,0.78,236.04,-10.88,-8.76,-7.66,16.72,3.76,2.43,-10.98,60,-58.53,9.86,,True
20,-24.54,13,539.04,-7.43,-7.57,-18.66,26.04,12,-6.57,-8.82,90,-74.53,2.34,,False
20,-28.2,11.8,434.04,-8.15,-4.61,-18.66,28.54,14.5,-13.5,-11.01,120,-9.53,-1.22,-6.25,True
2,-34.8,1.9,230.04,-11.02,-8.82,-5.66,16.68,3.32,-0.87,-10.53,14,-43.53,11.24,-7.32,True
20,-26.52,14.9,749.04,-6.29,-5.22,-18.66,29.94,11.1,-12.99,-12,350,45.47,0.92,,False
2,-33.78,2.06,203.04,-9.94,-10.64,-3.66,16.08,1.72,6.21,-16.23,34,-64.53,12.56,-5.81,True
2,-35.97,1.58,263.04,-12.34,-10.33,-5.66,16.42,2.64,-1.44,-12.96,13,-46.53,8.88,-7.24,True
20,-24.33,15,854.04,-6.04,-7.77,-18.66,28.84,13.1,-13.2,-9.99,335,35.47,0.24,-5.12,False
20,-23.34,13.7,344.04,-7.39,-7.88,-18.66,26.54,13.4,-12.81,-13.02,270,-124.53,-0.62,-5.95,False
2,-34.44,1.86,239.04,-10.71,-8.68,-5.66,15.92,0.72,-0.66,-11.82,13,-79.53,7.52,,True
2,-47.82,0.76,272.04,-10.3,-11.53,-5.66,16.42,2.38,-1.32,-18.18,39,-73.53,6.94,-5.87,True
20,-22.38,14.4,434.04,-7.11,-10.24,-13.66,26.94,16.2,-9.12,-12.15,275,-54.53,-0.18,,False
2,-34.38,1.66,263.04,-10.1,-9.71,-7.66,15.9,0.44,6.27,-14.94,38,-58.53,10.6,,False
20,-22.77,17.8,539.04,-5.42,-3.89,-18.66,28.04,10.5,-12.78,-7.92,190,-14.53,-0.4,,True
20,-29.91,18.6,629.04,-6.79,-4.22,-18.66,27.24,23.1,-13.05,-8.34,310,-74.53,-0.86,,True
20,-26.43,16.5,479.04,-7.23,-5.42,-18.66,24.84,26.2,-13.38,-11.13,315,-94.53,-0.72,,False
20,-24.12,12.7,314.04,-6.29,-6.76,-28.66,25.14,13.4,-12.96,-8.37,205,50.47,10.36,-5.12,False
2,-39.45,1.56,293.04,-11.73,-9.43,-5.66,16.56,3.04,0.66,-10.62,15,-67.53,7.44,,True
2,-46.38,0.46,218.04,-11.05,-9.5,-5.66,16.44,1.14,-0.81,-10.2,9,-43.53,6.94,-6.04,True
2,-35.1,1.38,293.04,-12.31,-9.06,-5.66,15.34,3.58,0.63,-9.45,29,-44.53,12.58,,False
2,-42.51,0.54,242.04,-10.18,-9.6,-3.66,16,3.52,4.53,-12.42,7,-64.53,10.42,,False
20,-22.44,11.4,689.04,-6.05,-4.67,-18.66,30.24,20.4,-13.44,-8.49,95,-79.53,5.08,,True
2,-35.13,1.04,203.04,-11.64,-10.33,-3.66,16.74,2.16,-1.05,-12.87,51,-62.53,7.14,,True
2,-38.82,1.88,278.04,-11.25,-9.53,-7.66,15.1,3.38,4.92,-11.58,7,-43.53,12.1,-7.23,True
20,-21.93,12.2,404.04,-5.63,-4.75,-28.66,28.24,13.4,-15.06,-16.56,205,10.47,2.52,-6.31,True
20,-26.85,13.6,239.04,-5.41,-5.66,-8.66,28.64,27.2,-14.31,-9.09,80,-154.53,10.38,,True
2,-39.78,2.16,179.04,-10.08,-9.11,-3.66,16.66,4.1,-1.68,-10.59,23,-74.53,7.18,-6.03,True
2,-35.22,0.92,242.04,-10.68,-9.45,-7.66,14.64,3.72,0.84,-10.26,32,-54.53,7.74,,False
2,-45.24,1.86,245.04,-10.11,-9.19,-5.66,16.48,2.92,-1.17,-12.84,5,-70.53,13.16,,True
20,-29.1,10.8,779.04,-10.86,-5.42,-13.66,28.04,10.4,-1.83,-8.22,5,-69.53,3.44,,False
2,-56.22,0.12,200.04,-10.97,-11.65,-7.66,15.98,2.48,8.22,-12.84,64,-42.53,9.82,,False
20,-21.81,15.5,644.04,-7.07,-4.7,-18.66,27.04,17.4,-10.05,-7.47,35,-19.53,2.52,-4.67,False
20,-21.78,11.3,749.04,-8.73,-4.97,-13.66,31.74,25.9,-11.64,-10.77,390,-54.53,-2.26,,False
2,-53.91,1.58,278.04,-13.3,-9.3,-5.66,15.92,2.92,-0.54,-14.76,38,-79.53,8.86,-7.69,True
2,-41.19,1.84,230.04,-12.21,-9.75,-5.66,16.5,2.96,0.9,-14.22,9,-81.53,7.26,,True
20,-20.64,18.4,329.04,-6.53,-4.53,-28.66,24.84,11.3,-13.71,-7.38,285,15.47,-0.32,,True
20,-25.41,19.7,839.04,-6.29,-5.38,-18.66,24.64,13.6,-12.6,-6.42,45,-4.53,0.6,,False
2,-34.44,0.46,290.04,-10.51,-8.99,-7.66,16.44,2.98,3.18,-9.72,15,-57.53,12.22,-7.18,True
2,-35.79,1.72,218.04,-10.44,-10.26,-5.66,16.02,2.48,6.42,-12.81,52,-49.53,12.14,-7.11,True
20,-21.54,16,674.04,-8.57,-5.26,-18.66,29.24,27.4,-10.83,-12.75,330,-139.53,3.44,-4.82,False
20,-23.19,12.2,329.04,-5.31,-7.8,-18.66,31.14,10.3,-15.18,-6.36,125,0.47,-2.68,,True
2,-39.18,0.86,176.04,-11.21,-9.53,-5.66,15,3.14,3.39,-10.5,31,-45.53,7.34,-4.82,False
20,-24.66,19.4,599.04,-5.7,-4.46,-18.66,27.34,15.2,-11.7,-10.8,270,-94.53,-1.2,-5.43,False
20,-27.36,12.4,824.04,-8.24,-7.03,-28.66,25.84,18.8,-8.46,-10.38,345,30.47,3.5,,False
2,-39.9,0.18,209.04,-10.57,-9.32,-7.66,16.14,2.78,3.18,-11.28,69,-53.53,9.38,,False
2,-39.36,1.08,188.04,-12.76,-9.45,-7.66,15.74,0.34,5.13,-11.49,8,-47.53,11.44,,False
2,-34.17,0.02,164.04,-10.47,-9.95,-7.66,16.62,0.5,1.44,-14.49,34,-53.53,8.24,,True
2,-35.04,0.92,287.04,-10.28,-10.1,-7.66,16.1,2.96,0.99,-17.16,36,-53.53,8.22,,False
20,-26.1,15.4,764.04,-8.43,-7.67,-18.66,27.34,13,-12.72,-8.19,65,-49.53,-1.12,-5.41,False
20,-29.43,11.9,464.04,-8.84,-7.87,-23.66,25.74,15.1,-10.38,-10.83,360,-54.53,0.82,-4.8,False
2,-45.87,1,185.04,-10.5,-9.11,-5.66,16.04,3.78,2.34,-10.44,56,-56.53,8.98,,False
10,-21.45,13.1,599.04,-6.13,-5.53,-28.66,26.84,16.5,-8.07,-9.51,210,-19.53,-1.14,-5.66,True
20,-25.47,12.6,764.04,-6.34,-7.68,-18.66,27.94,25.5,7.56,-11.49,330,-144.53,2.06,-5.14,False
20,-25.02,11.8,599.04,-7.36,-4.31,-28.66,31.44,17.3,-13.65,-8.55,275,-39.53,2.36,-6.88,True
20,-38.61,10.7,284.04,-6.34,-4.93,-28.66,26.24,25.9,-7.95,-10.02,350,-9.53,1.7,,False
20,-24.93,10.7,269.04,-8.86,-5.47,-8.66,27.34,27.9,-7.92,-10.86,275,-139.53,-1.04,-4.1,False
20,-23.55,14.3,764.04,-6.8,-6.37,-28.66,26.94,22.5,-5.73,-10.14,240,30.47,1.62,-4.94,False
2,-41.43,0.64,287.04,-11.21,-12.53,-5.66,15.9,3.1,-1.11,-11.37,7,-61.53,7.24,-5.46,False
2,-36,0.08,275.04,-15.55,-9.14,-5.66,16.46,2.98,5.85,-10.26,36,-42.53,8.14,,False
2,-38.22,1.2,173.04,-12.32,-9.04,-5.66,15.48,0.22,-0.81,-16.47,13,-43.53,11.68,-5.62,False
2,-39.78,1.74,218.04,-10.08,-8.93,-3.66,16.14,0.3,-0.48,-21.21,26,-60.53,13.96,-6.32,True
2,-38.43,0.18,260.04,-11.07,-10.06,-7.66,15.82,2.72,-0.78,-10.08,48,-44.53,7.9,-5.38,False
2,-35.19,1.82,269.04,-11.61,-9.59,-5.66,16.24,3.94,-0.09,-20.91,72,-48.53,9.58,-7.37,True
2,-34.86,1.24,206.04,-11.3,-9.56,-5.66,15.22,1.82,-0.6,-13.86,6,-55.53,9.64,,False
20,-28.02,11.2,704.04,-11.91,-8.35,-18.66,24.44,13.6,-4.86,-13.83,140,-129.53,3.3,,False
2,-47.07,0.64,254.04,-11.94,-9.48,-5.66,16.7,3.2,3.81,-14.34,15,-53.53,8.8,,True
20,-24.63,17.6,824.04,-7.73,-4.8,-28.66,26.14,12.4,-11.79,-16.92,205,-34.53,0.62,-5.34,False
20,-19.74,10.1,554.04,-7.02,-3.63,-18.66,33.54,21.9,-11.34,-9.24,185,-149.53,-1.58,,True
2,-41.04,0.32,191.04,-10.07,-11.21,-5.66,16.46,1.3,3.78,-12.54,22,-42.53,7.54,-5.39,False
2,-34.71,0.22,176.04,-14.71,-8.83,-2.66,16.56,3.14,-1.65,-10.62,0,-75.53,6.98,,True
2,-34.83,1.66,224.04,-13.95,-8.65,-5.66,16.22,3.08,-2.01,-10.02,22,-57.53,8.52,-6.05,True
2,-37.8,0.54,263.04,-11.41,-9.33,-7.66,16.14,0.42,-0.9,-13.77,17,-54.53,12.48,-5.46,False
20,-27.6,10.3,554.04,-10.74,-4.93,-8.66,31.74,29.6,-15.57,-17.49,310,-114.53,-1.5,,False
2,-37.02,0.64,287.04,-10.58,-11.8,-5.66,16.08,3.7,8.4,-10.2,11,-54.53,7.76,,False
2,-37.56,0.7,185.04,-10.81,-9.43,-7.66,16.46,2.08,-1.23,-12.45,6,-54.53,8.94,-5.25,True
0,-35.34,0.52,236.04,-9.99,-9.56,-5.66,16.64,0.58,-1.59,-12.27,21,-52.53,7.02,-5.95,True
20,-23.01,14.8,299.04,-6.53,-4.72,-8.66,27.44,28.2,-14.34,-12.48,225,-114.53,0.48,,True
20,-28.98,20.1,419.04,-5.12,-4.85,-18.66,27.74,15.1,-11.49,-8.79,80,-99.53,-3.1,,True
2,-36.33,0.94,284.04,-11.2,-10,-7.66,16.14,0.96,-0.72,-22.14,15,-55.53,12.28,-6.27,False
2,-33.96,1.06,176.04,-12.25,-13.11,-3.66,16.2,3.08,-1.8,-14.88,59,-72.53,9.44,,True
2,-36.36,1.28,233.04,-10.56,-9.07,-5.66,15.76,3,-0.54,-11.58,42,-80.53,8.46,-6.65,True
20,-33.54,17.5,569.04,-6.1,-6.85,-28.66,26.04,16.5,-7.47,-5.31,135,35.47,1.76,,False
20,-25.29,16,794.04,-6.35,-4.34,-8.66,28.84,11.8,-15.06,-11.34,80,-99.53,4.74,,False
20,-19.74,13.6,599.04,-5.85,-4.14,-8.66,32.34,22.2,-16.26,-10.68,150,-134.53,-2.56,-6.84,True
20,-20.82,14.8,404.04,-7.48,-4.22,-8.66,27.84,23.3,-15.66,-11.55,175,-109.53,0.48,-7.22,True
20,-25.74,16.1,434.04,-6,-5.54,-18.66,27.04,17.6,-14.01,-7.83,120,-4.53,-1.94,,True
20,-19.8,19.7,209.04,-9.42,-3.89,-18.66,26.64,12.5,-16.74,-19.23,325,-124.53,0.5,,False
2,-36.63,1.8,203.04,-14.15,-9.19,-5.66,16,0.94,7.71,-11.28,3,-47.53,11.74,,True
2,-35.37,0.86,293.04,-12.01,-9.22,-7.66,15.92,0.16,-0.75,-9.93,5,-51.53,7.28,-5.3,False
20,-21.6,11.7,749.04,-6.05,-7.86,-28.66,31.14,15.1,-11.67,-10.47,345,0.47,-0.98,,True
2,-39.69,1.72,278.04,-11.33,-12.23,-3.66,16.08,2.76,0.03,-11.28,15,-76.53,6.88,,True
2,-36.72,0.78,278.04,-11.2,-9.38,-5.66,16.2,3.74,4.44,-15.69,27,-65.53,8.34,,False
20,-28.2,14.3,704.04,-7.95,-6.41,-18.66,25.74,28,-11.7,-6.87,120,-104.53,5.34,-3.9,False
2,-38.67,1.06,176.04,-10.66,-9.58,-7.66,15.5,3.28,-0.33,-14.46,25,-43.53,18.76,-7.04,True
20,-26.73,10.5,524.04,-7.5,-8.72,-18.66,26.04,11.7,-6.9,-7.83,150,-14.53,0.68,,False
2,-36.78,0.92,239.04,-12.07,-9.22,-5.66,15.84,2.94,-0.18,-10.47,50,-45.53,10.38,,False
2,-38.34,1.8,248.04,-11.29,-10.08,-3.66,15.66,2.98,-0.63,-11.82,32,-68.53,9.02,-5.63,False
2,-34.83,1.4,191.04,-10.01,-8.59,-5.66,16.34,3.54,2.16,-16.77,67,-46.53,6.68,-6.58,True
20,-23.34,13.8,209.04,-5.11,-3.63,-18.66,29.84,12.9,-15.72,-19.77,125,-134.53,-2.48,-7.06,True
2,-35.97,1.92,263.04,-12.47,-8.95,-7.66,14.84,3.58,2.22,-10.95,35,-41.53,8.6,-7.07,True
2,-34.8,1.58,290.04,-12.4,-11.36,-7.66,15.92,1.62,2.37,-10.32,13,-46.53,10.68,,True
2,-39.24,2.02,263.04,-12.03,-10.26,-5.66,15.16,3.08,6.72,-18.33,1,-62.53,10.62,,False
10,-21.99,17.8,734.04,-5.08,-4.27,-8.66,28.64,24.2,-14.85,-22.71,325,-109.53,-3.2,,True
20,-20.19,12,209.04,-4.65,-4.69,-18.66,33.24,13.6,-13.35,-7.32,170,-44.53,0.1,-7.28,True
2,-36.42,1.08,278.04,-10.84,-14.41,-5.66,14.9,3.06,-0.39,-10.77,22,-41.53,10.32,,False
20,-25.02,20.3,749.04,-6.32,-6.22,-8.66,25.74,18.2,-14.4,-7.77,50,-109.53,5.32,-4.61,False
2,-35.34,1.34,224.04,-11.88,-9.17,-5.66,14.96,2.3,-1.11,-12.18,13,-53.53,7.58,-4.8,False
20,-22.08,19.1,464.04,-6.5,-3.72,-18.66,28.14,20.6,-14.28,-10.98,145,-139.53,-2.76,-6.47,True
20,-21.72,14.5,809.04,-5.96,-4.23,-18.66,30.04,14.1,-9.69,-12.72,300,-84.53,1.34,-4.42,False
0,-34.26,0.58,245.04,-10.04,-9.46,-5.66,16.74,1.38,-1.26,-13.26,39,-62.53,7.2,,True
20,-19.95,18.3,359.04,-5.18,-7.64,-18.66,28.14,19.2,-11.91,-9.18,245,20.47,0.3,-6.91,True
2,-36.84,1.82,230.04,-10.85,-9.11,-7.66,14.98,3.76,-0.36,-18.66,46,-58.53,9.04,-5.14,False
20,-28.35,14.6,419.04,-6.78,-5.18,-8.66,25.44,29.5,-9.09,-8.73,280,-109.53,0.14,-5.58,False
2,-35.25,0.28,287.04,-13.12,-10.6,-5.66,16.42,2.3,8.82,-14.64,20,-66.53,12.84,-5.25,False
2,-40.11,1.4,272.04,-10.27,-14.76,-3.66,16.46,4.08,0.93,-19.71,21,-64.53,7.98,-6.34,True
20,-22.17,11.8,869.04,-6.38,-5.03,-8.66,32.34,20.9,-13.5,-8.61,105,-74.53,-1.58,,True
2,-37.92,1.34,185.04,-11.07,-8.9,-3.66,15.5,3.08,3.48,-21.75,25,-60.53,14.16,,False
20,-18.81,14.9,584.04,-4.73,-3.99,-28.66,33.34,10,-16.98,-9.15,320,-24.53,-2.24,,True
2,-34.59,0.48,203.04,-11.02,-10.57,-7.66,15.78,0.54,-1.35,-16.38,16,-52.53,9.92,,False
20,-24.42,10.7,704.04,-7.15,-5.01,-18.66,28.94,15.6,-7.89,-16.08,365,20.47,0.74,-3.81,False
2,-36.45,1.66,236.04,-10.7,-10.18,-7.66,14.88,3.44,5.52,-12.39,23,-45.53,7.5,,True
2,-40.74,0.9,281.04,-11.37,-10.86,-6.66,15.6,0.56,0.75,-9.45,0,-42.53,16.88,-4.54,False
20,-18.3,14,269.04,-5.38,-3.47,-8.66,34.04,12,-15.18,-17.13,330,-119.53,-1.22,,False
2,-47.94,1.82,224.04,-14.79,-9.09,-5.66,15.12,3.16,-0.3,-14.82,17,-53.53,7.5,,False
20,-21.24,16.7,359.04,-9.34,-5.97,-8.66,26.24,12.2,-9.51,-12.6,60,-139.53,2.12,-5.82,False
2,-36.12,0.4,248.04,-10.64,-9.68,-5.66,16.08,1.94,8.25,-19.29,12,-51.53,9.18,,False
20,-27.87,10.3,809.04,-5.63,-4.91,-18.66,32.74,16,-11.19,-7.71,140,-74.53,-2.22,-5.53,True
2,-36.99,1.94,233.04,-10.18,-9.92,-3.66,15.14,3.64,4.05,-13.56,1,-74.53,13.06,-5.24,False
2,-35.31,0.4,212.04,-10.17,-16.04,-7.66,15.96,0.06,4.77,-15.48,11,-58.53,8.58,,False
20,-25.35,19.3,704.04,-7.29,-4.35,-8.66,26.24,21.7,-14.64,-12.15,45,-59.53,-1.54,,True
2,-42.36,1.72,236.04,-14.02,-10.28,-3.66,16.22,1.32,-0.93,-12.09,3,-64.53,9.52,,True
2,-39.3,1.72,248.04,-11.24,-8.9,-5.66,16.02,1.1,-0.99,-13.47,25,-78.53,7.48,-7.37,True
2,-34.65,0.9,203.04,-10.69,-9.25,-7.66,16.46,2.08,-0.99,-18.63,72,-58.53,6.88,-6.55,True
2,-36.75,1.18,239.04,-10.16,-9.16,-5.66,15.9,0.6,5.73,-10.92,4,-49.53,16.32,-6.01,False
20,-25.62,12.7,479.04,-6.95,-6.82,-28.66,25.34,13.5,-9.63,-14.37,70,-29.53,1.28,-4.97,False
20,-21.3,13.5,344.04,-5.75,-8.12,-18.66,27.04,27.5,-14.04,-13.62,140,-74.53,0.9,-6.08,False
20,-22.41,13.7,374.04,-7.53,-4.27,-8.66,27.44,22.6,-9.18,-14.61,165,-64.53,-0.96,,True
2,-42.36,1.38,236.04,-11.47,-9.18,-3.66,15.96,2.08,11.97,-21.33,6,-75.53,10.1,,False
20,-21.09,16.9,779.04,-6.46,-3.91,-18.66,30.84,16.2,-15.09,-8.94,255,-24.53,-0.36,-6.46,True
2,-37.95,1.88,233.04,-11.38,-13.02,-5.66,15.86,2.78,-1.11,-10.83,32,-78.53,8.34,,True
2,-36.42,0.68,191.04,-11.21,-12.5,-7.66,15.88,1.6,0.99,-10.44,33,-53.53,9.68,-4.88,False
2,-42.72,1.9,251.04,-10.4,-10.46,-5.66,16.38,0.56,4.41,-11.34,26,-39.53,10.1,-6.91,True
2,-37.35,1.08,293.04,-10.99,-8.94,-5.66,16.54,0.2,-1.68,-13.95,17,-47.53,7.42,,False
2,-37.29,1,284.04,-11.64,-10.19,-5.66,16.56,1.46,7.98,-12.57,45,-54.53,8.1,-7.42,True
2,-35.34,0.36,269.04,-10.81,-9,-5.66,16.32,2.92,3.42,-10.56,52,-43.53,7.68,-5.06,False
2,-34.26,0.48,185.04,-10.5,-12.1,-5.66,16.62,2.94,-1.83,-10.65,2,-56.53,8.02,-7.05,True
2,-35.76,1.18,230.04,-11.31,-10.58,-7.66,15.8,2.22,5.25,-11.34,10,-53.53,7.14,-6.58,True
2,-36.09,1.46,260.04,-11.04,-8.75,-5.66,16.76,0.62,1.86,-21.21,50,-49.53,16.8,,True
20,-25.8,18.1,884.04,-10.22,-4.64,-18.66,26.74,11,-11.88,-7.35,145,-14.53,0.14,,False
20,-20.61,12.9,404.04,-6.05,-5.3,-18.66,31.94,23.2,-12.93,-10.77,310,-89.53,-1.58,-7.02,True
2,-35.43,0.56,200.04,-10.17,-8.96,-5.66,15.72,3.22,0,-10.65,26,-52.53,9.64,-5.95,False
2,-35.16,1.82,281.04,-11.39,-9.77,-7.66,14.9,1.38,1.26,-11.22,2,-48.53,8.16,-5.97,False
2,-36.15,0.74,275.04,-10.56,-8.92,-3.66,16.44,1.94,0.39,-22.41,22,-67.53,9.52,,True
20,-22.8,10.1,599.04,-6.21,-5.08,-18.66,29.24,18.8,-10.53,-7.83,20,-109.53,0.22,,False
20,-20.16,18,359.04,-6.09,-4.49,-18.66,27.44,24.8,-16.62,-14.34,335,-149.53,-2.04,,False
20,-21.24,13.3,584.04,-5.71,-4.34,-18.66,30.74,12.6,-16.02,-9.33,110,-69.53,-2.46,-7.07,True
2,-41.73,0.66,248.04,-10.43,-9.44,-7.66,15.96,3.46,-1.38,-10.2,28,-44.53,7.86,,True
2,-41.7,1.34,260.04,-10.26,-11.14,-5.66,16.02,1.74,-0.3,-14.34,43,-60.53,8,-7.05,False
2,-36.09,1.28,284.04,-10.82,-9.49,-5.66,15.82,3.32,-0.39,-11.22,42,-40.53,8.2,,False
20,-37.2,15.8,689.04,-5.22,-3.86,-8.66,31.34,23.1,-12.87,-11.16,290,-79.53,-1.38,,True
20,-23.55,12.1,314.04,-6.59,-4.21,-18.66,28.94,17.8,-15.87,-12.18,115,-74.53,-1.82,,True
2,-37.71,1.18,281.04,-11.09,-11.59,-7.66,15.5,3.06,4.41,-12.96,12,-57.53,12.32,-5.15,False
20,-22.98,11.9,719.04,-6.63,-5.27,-28.66,28.24,11.9,-12.18,-6.66,95,-44.53,2.1,,False
2,-39.39,1.76,248.04,-10.14,-9.76,-5.66,15.66,3.02,3.42,-10.86,8,-51.53,7.86,-6.17,True
2,-35.07,1.12,254.04,-10.9,-8.78,-7.66,16.28,0.64,-0.72,-11.64,44,-57.53,7,-6.59,True
2,-36.27,0.54,245.04,-10.58,-10.15,-7.66,16.52,2.1,0.78,-10.29,8,-54.53,8.94,,True
2,-37.62,1.18,188.04,-10.85,-11.67,-5.66,16.4,3.22,-0.81,-18.03,13,-56.53,19.06,-6.05,True
20,-20.37,11.2,224.04,-8.32,-7.43,-18.66,28.74,12.4,-10.32,-16.23,185,-109.53,-1.12,,False
20,-26.25,16.7,314.04,-5.65,-4.8,-18.66,25.74,17.6,-15.15,-11.16,290,0.47,-0.44,-7.29,True
20,-20.46,17.7,629.04,-6.42,-3.11,-8.66,34.64,12.7,-12.78,-15.45,190,-124.53,-2.9,,True
20,-21.39,16.4,674.04,-10.11,-4.41,-18.66,27.54,15.2,-13.26,-19.95,120,-139.53,-0.36,-4.34,False
