F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
74.97,21,0.72,Rest,-13.38,1050.04,1156.44,-10.75,3.18,223.62,-418.02,13.74,12.24,10,High,32980.96,428.62
72.6,6,0.09,UK,-23.76,1522.16,2012.78,-4.71,14.08,263.64,-263.76,2.31,13.74,6,Low,17629.52,0
156.4,18,18.33,UK,-4.74,1221.03,894.6,-8.4,2.12,335.78,-309.03,12.57,22.83,6,Very low,21614.5,0
121.05,6,26.34,Europe,-13.23,1767.94,553.82,-7.64,5.68,283.62,-448.71,16.47,17.81,4,High,13620.56,2135.45
118.69,3,0.42,Europe,-14.4,1610.47,1600.5,-10.13,6.2,202.72,-319.98,12.42,16.27,2,Medium,15167.32,0
68.76,9,0.51,Europe,-4.08,2145.63,406.48,-6.72,11.54,274.55,-395.34,1.8,22.44,2,Low,12756.26,0
96.87,18,1.74,Europe,-3.69,1773.3,1034.18,-12.49,4.36,254.42,-311.52,8.64,23.53,12,Very high,16438.08,0
105.72,15,0.87,USA,11.07,1164.16,1351.34,-10.38,6.62,309.08,-467.34,5.22,18.73,4,High,6363.54,1061.1
135.54,12,52.14,Rest,-13.71,1593.83,1623.64,-15.4,19.12,283.77,-428.73,14.01,21.18,12,Very high,24257.66,1281.85
49.05,9,28.11,Europe,-24.78,1153.89,555.6,-6.18,13.12,235.73,-455.1,9.33,19.49,2,Low,27239.2,2379.75
83.63,9,0.51,Europe,-14.34,1344.14,686.8,-6.7,11.22,251.82,-411.09,19.38,13.3,2,High,20435.94,2546.13
123.86,15,0.72,UK,-9,1079.62,1689.82,-8.61,12.76,199.68,-395.55,23.85,19.68,6,Low,14797.36,1246.22
128.56,12,0.06,USA,-0.36,1360.54,1243.68,-9,8.54,239.21,-384.33,10.05,17.38,4,Medium,26684.28,543.34
80.13,9,5.01,Rest,3.57,1323.63,1544.7,-7.23,11.26,285.92,-300.57,9.93,21.62,6,Low,18502.88,80.87
74.82,18,30.03,USA,-0.72,1482.9,-376.38,-13.05,4.12,277.46,-243.45,24,21.28,2,Medium,23942.44,311.36
133.56,12,0.24,USA,-2.13,913.32,1562.34,-15.13,4.88,306.17,-425.49,37.5,22.61,12,High,6429.94,3767.15
47.19,9,126.12,Rest,-3.93,1942.82,402.2,-13.78,6.64,185.03,-341.4,26.64,30.89,6,Low,16145.86,396.84
60.63,12,0.03,UK,-10.68,1147.71,611.46,-9.97,2.84,277.31,-359.76,16.26,17.68,10,Medium,9498.32,1199.99
73.48,18,2.07,UK,-23.79,1137.18,1857.56,-5.8,1.68,212.91,-363.9,10.8,21.77,10,Very high,15126.58,197.09
133.23,12,1173.3,UK,-10.77,1126.74,433.4,-15.59,2.8,278.35,-435.69,20.82,20.42,6,High,13542.36,1759
113,15,1.29,Europe,-3.84,1434.24,543.34,-9.61,9.2,269.3,-419.82,9.51,18.6,4,High,15322.16,1600.29
61.65,18,0.75,UK,-7.62,1269,1388.4,-9.76,10.74,227.4,-273.06,6.06,19.05,4,Low,11192.6,0
109.39,12,4.11,Europe,-7.05,1651.55,1281.46,-12.93,3.66,308.92,-359.1,16.53,21.14,8,Low,10679.54,0
69.6,12,81.66,UK,-10.89,1746.41,1279.92,-7.6,19.92,313.62,-380.46,5.34,31.95,8,Medium,16332.14,967.33
75.79,12,1.83,UK,-29.37,1508.83,1116.3,-14.26,15.38,257.41,-232.47,26.4,31.02,10,High,3015,1379.56
91.36,18,7.05,Europe,-13.8,1481.68,1491.78,-9.89,8.42,252.56,-304.17,25.86,19.48,4,Medium,19333.86,0
69.05,3,6.9,USA,5.85,1082.26,1010.04,-12.68,4.2,296.87,-412.62,7.68,19.66,4,Very high,21046.14,2905.21
76.43,12,0.06,UK,6.09,928.65,1519.64,-7.92,1.96,263.91,-314.07,16.68,20.72,12,Very low,17933.94,345.06
103.53,6,0.18,Europe,-0.24,1577.47,1746.84,-13.29,16.42,239.55,-307.53,14.64,23.96,6,Very high,26500.76,1754.37
139.39,15,0.09,Rest,-15.87,1375.82,479.8,-7.42,6.26,300.18,-287.79,0.87,17.02,6,High,4137.88,19.96
61.66,9,0,UK,-1.2,1981.78,1538.3,-9.7,7.44,321.18,-384.66,16.89,2.77,8,Low,-6698.32,224.28
54.07,15,0.66,Europe,-16.2,1092.06,741.76,-12.32,1.76,293.49,-425.64,8.52,20.98,4,Medium,18619.52,417.16
99.91,6,5.19,Rest,8.01,1338.38,1239.64,-17.02,22.5,265.2,-476.64,1.53,22.68,6,High,17805.32,1414.85
97.67,15,118.32,USA,-7.89,1296.88,375.88,-9.79,1.06,243.18,-242.16,13.47,12.2,4,High,25473.18,0
53.22,9,10.47,Europe,-9.39,1366.26,921.16,-11.46,4.04,171.11,-465.21,10.77,20.51,10,High,20913.64,2334.96
87.77,12,60.63,UK,-12,1748.37,2656.84,-8.71,2.32,269.81,-288.36,12.36,26.19,2,Low,18107.42,0
95.51,3,3.78,UK,-15.33,1341.26,2012.48,-13.92,3.02,255.86,-241.62,11.25,27.04,8,Very low,22168.86,0
58.1,15,115.98,Europe,0.24,998.89,891.52,-12.68,3.06,274.43,-409.89,2.16,22.02,8,Low,7097.12,0
74.5,9,0.03,UK,-2.37,1478.27,16.32,-11.75,4.2,246.49,-427.35,4.53,-1.39,8,Medium,7364.22,1228.06
62.09,9,0.21,USA,-18.03,1490.22,1889.46,-9.49,1.24,233.7,-294.99,17.1,19.04,8,Medium,13431.9,0
81.95,6,31.29,Rest,3.06,981.68,1096.48,-9.64,3.98,276.63,-240.39,14.04,21.22,4,Low,12700.54,37.84
44.12,9,29.52,USA,-10.05,1559.99,1818.48,-14.06,6.02,276.06,-263.85,43.26,19.82,8,Very low,22084.68,704.46
54.24,6,1.41,USA,-7.23,1198.9,276.12,-10.88,9.38,280.27,-411.84,15.72,15.17,4,Very low,38656.62,3250.75
121.6,18,4.47,Rest,-2.43,1302.42,1483.06,-10.26,5.94,267.79,-423.12,35.91,14.98,12,High,18553.9,1134.26
165.41,9,431.07,Rest,-16.05,1473.27,-113.82,-7.82,1.72,263.82,-293.79,2.25,21.83,4,Very low,21232.92,0
122.49,12,0.75,Europe,12.33,1536.83,1080.58,-15.61,8.46,312.02,-252.21,7.23,17.89,6,Low,15139.78,0
90.7,3,18.3,Rest,-6.57,1351.43,1364.54,-9.86,12.16,290.82,-384.27,7.08,11.46,8,Very high,9916.76,895.12
104.84,15,0.27,UK,-23.88,1280.11,1220.24,-12.75,1.48,292.5,-353.04,15.72,17.47,4,Very high,20945.12,319.78
94.71,18,4.65,Europe,-25.08,1507.07,1465.2,-11.99,1.54,295.49,-288.36,17.37,22.4,10,Very low,18536.26,0
84.02,12,0.66,USA,0.51,1879.94,1280.4,-5.73,9.64,253.73,-305.46,1.5,18.15,6,Very low,14729.58,0
91.73,12,1.83,UK,-9.45,1785.05,580.3,-7.93,9.72,271.47,-317.28,4.59,19.77,8,High,15096,413.52
109.25,6,142.74,Rest,-2.94,1373.15,2177.58,-14.84,4.34,250.55,-312.3,3.87,22.32,4,Very high,8163.84,0
94.76,9,3.57,UK,7.47,1443.43,1570.88,-13.16,2.04,271.54,-310.05,6.72,18.46,8,Low,13963.28,0
145.06,15,0.06,UK,-11.22,1469.44,736.92,-16.81,5.4,270.58,-256.02,10.2,19.67,12,Medium,32055.36,172.5
64.8,12,14.85,Europe,-4.89,1603.23,-481.58,-13.24,3.2,271.3,-260.64,6.54,18.7,12,High,17170.8,968.46
72.29,6,4.98,USA,-20.1,1566.5,545.2,-16.96,3.92,262.94,-203.76,10.62,18.73,12,Very low,-5292.1,0
119.29,12,0.54,UK,-13.8,1802.57,543.86,-9.41,8.34,264.06,-258.54,3.66,25.42,10,Very high,18464.78,281.89
133.86,3,0.09,UK,-8.73,1598.47,1226.78,-6.87,0.96,279.17,-311.34,20.82,19.89,6,High,13318.7,549.05
112.98,6,5.79,USA,-2.76,1177.47,453.6,-10.87,16.68,238.01,-310.17,6.9,11.46,6,Very high,12123.02,3597.14
108.81,18,19.2,USA,-5.73,1178.81,2641.4,-9.48,3.56,321.81,-470.46,12.06,20.72,12,Very high,4372.82,763.04
110.56,6,38.91,USA,-9.33,1048.69,216.6,-10.13,6.4,251.3,-275.34,32.49,15.17,4,Medium,22128.28,3523.68
108.99,6,0,USA,-22.83,1292.21,1048.72,-12.52,1.78,273.98,-320.34,5.76,13.13,12,Low,9433.86,303.17
70.23,30,0.42,USA,-3.03,1576.4,1148.08,-11.11,11.08,305.15,-317.52,6,26.66,6,Very high,18933.2,0
69.32,9,224.64,USA,-3.09,1249.45,231.48,-14.58,1.16,313.61,-320.88,19.68,17.57,12,Medium,21505.54,2847.75
94.36,15,0.39,UK,-21.3,718.65,656.84,-12.29,3.42,254.18,-380.43,21.27,19.11,16,Very high,5138.46,2551.35
162.75,15,5.61,USA,-11.94,1555.17,1289.72,-9.02,3.18,249.81,-327.09,0.81,19.22,12,High,7994.42,0
79.7,15,4.44,UK,1.14,1397.26,1818.2,-10.65,5.8,279.79,-282.15,4.29,21.33,8,Very high,13588.32,0
136,15,0.45,Rest,-9.45,2243.36,651,-10.02,12.32,295.53,-453.12,3.66,24.96,8,Very low,6064.96,82.5
73.97,30,0.12,Rest,-25.32,1453.87,960.98,-13.26,4.78,287.59,-231.15,5.97,32.8,6,High,9404.84,0
111.31,15,0.03,Rest,-6.9,1319.52,2185.94,-5.84,2.9,299.22,-408.27,24.06,18.68,6,High,18133.16,199.29
94.17,9,0.84,Europe,-10.23,1072.7,1460.08,-10.81,4.94,279.81,-493.8,13.26,22.58,10,Very low,17735.02,2022.55
102.45,18,100.68,Rest,-2.76,1293.15,1458.58,-12.32,4.32,306.01,-291.27,1.38,21.54,2,Medium,34823.98,0
94.68,15,6.63,Europe,-7.98,1579.91,243.54,-5.34,10.26,226.7,-332.82,10.98,16.89,10,High,15492.64,1821.69
60.33,9,8.19,UK,-3.21,1228.03,921.86,-13.39,13.76,334.4,-297.39,14.64,27.24,8,Low,21314.38,1131.99
122.06,3,2920.08,Rest,-7.11,1266.13,1343.56,-9.02,3.16,267.89,-290.7,2.67,19.51,4,Low,35264.24,0
81.06,21,6.33,Rest,-10.14,1465.53,1717.76,-6.38,7.74,272.36,-467.46,5.91,20.15,10,High,17385.18,197.51
81.95,15,0.51,USA,-4.68,1024.05,719.86,-14.43,18.42,268.53,-454.68,17.7,16.13,4,Very high,20151.62,3780.14
67.14,6,6.3,Rest,-12.81,1213.69,647.6,-4.43,45.14,257.67,-398.07,16.2,20.81,6,Low,13622.7,3246.86
69.02,15,104.79,UK,-14.58,1763.91,1518,-9.95,5.24,237.51,-156.96,2.67,16.4,12,Low,18908.68,0
108.63,21,0.84,Rest,-8.73,1023.83,2042.82,-14.76,10,259.72,-409.38,21.06,20.61,18,Medium,14847.48,850.35
174.82,6,5.55,UK,8.04,1462.08,792.52,-10.3,4.52,254.54,-409.8,24.87,19.05,10,Low,21993.34,1660.16
124.83,9,5.73,Rest,-1.56,1362.34,1294.38,-9.32,4.06,369.75,-370.83,3.69,22.67,10,High,17816.56,222.73
30.36,12,0,Rest,0.78,1670.7,1035.88,-9.48,19.86,268.39,-282.18,1.59,20.9,6,Medium,20614.16,181.32
98.86,24,74.94,Rest,-7.14,1623.34,954.44,-6.05,13.28,262.79,-244.77,1.83,21.42,4,Low,15234.94,0
97.65,15,4.74,Europe,-7.95,1702.94,775.88,-12.28,8.7,292.68,-360.09,15.39,20.13,8,Medium,11472.96,724.58
86.62,3,0.84,Europe,-14.67,1816.8,1353.08,-10.72,8.7,303.12,-369.57,15.75,18.11,10,Very low,15441.78,779.08
95.28,18,0.06,USA,-1.02,1721.44,1124.02,-10.14,16.82,283.92,-281.07,19.14,19.16,6,Very high,11448.96,1427.31
120.96,12,0.15,UK,-8.01,1122.36,835.34,-10.24,1.82,273.22,-329.25,12.45,24.18,6,Low,26121.66,209.77
83.58,6,1.92,USA,-11.7,722.97,2052.38,-11.86,13.16,292.24,-309.42,13.05,15.51,8,Very low,16532.4,1454.28
142.59,12,12.15,USA,2.79,2166.33,1301,-4.03,3.52,286.75,-333.81,9.27,21.49,8,High,20465.02,0
78.38,12,2.85,Rest,-3.06,1044.15,1035.94,-7.96,6.9,258.16,-368.73,17.64,20.12,14,High,46294.82,1088.68
55.73,3,4941.54,UK,-11.07,1121.77,-295.9,-9.01,3.66,212.73,-341.22,3.99,19.8,6,Very low,15753.96,928.76
50.56,12,2.01,Europe,-2.91,1371.09,627.86,-10.68,22.46,271.21,-234.63,3.63,22.1,6,Very low,36043.86,451.7
107.01,3,8.85,Rest,-15.48,956.64,1821.78,-15.11,3.76,269.22,-267,3.78,16.02,8,Very high,16076.82,139.45
109.52,6,2.19,Europe,6.84,1719.54,919.64,-7.04,5.28,274.42,-373.98,8.22,15.5,8,Very high,6694.74,1248.44
76.75,6,0.3,UK,-12.69,1717.73,1577.82,-12.93,6.08,243.13,-301.32,9.99,23.47,8,Low,7639.64,0
108.59,9,120.75,UK,-4.11,1490.92,1354.32,-11.99,6.72,338.27,-356.1,6,27.83,4,Very low,18838.04,0
111.55,9,2.01,USA,-15.84,1371.54,95.8,-4.19,3.98,253.99,-200.76,11.04,20.44,8,Medium,8499.76,215.61
77.95,9,22.65,Rest,-10.38,1624.7,1205.18,-12.37,12.3,279.25,-250.92,37.11,20.8,16,Very low,8594.46,860.66
99.43,6,16.44,Europe,-16.08,1316.09,1248.76,-6.93,14.36,255.23,-392.07,17.4,20.89,6,Low,29205.96,2343.38
103.1,12,0.03,Europe,-14.52,1184.72,1422.7,-11.18,18.72,252.58,-288.21,10.47,19.09,6,Very low,11181.26,543.83
143.34,18,17.85,UK,-12.57,1493.54,740.64,-11.93,8.08,270.73,-457.71,3.33,17.76,10,Very low,12680.66,474.22
82.86,18,1635.99,USA,-23.76,820.22,491.9,-12.38,2.6,265.98,-393.6,7.02,21.31,2,Medium,17782.62,392.95
71.63,9,4.77,Rest,-28.11,709.04,149.74,-6.65,15.36,306.34,-360.69,12.96,22.78,8,Low,14553.32,1569.48
105.04,6,0.54,USA,-5.22,997.09,715.34,-12.57,3.26,233.26,-287.28,15.03,29.03,8,Medium,11526.34,1842.27
94.4,15,3.24,Europe,-24.9,1505.66,1350.36,-8.47,1.84,259.31,-234.21,17.94,26.36,10,Medium,15547.32,0
155.85,9,72.93,USA,-8.22,1163.49,977.24,-11.73,8.46,277.86,-332.49,15.99,14.1,6,High,46731.06,2473.75
86.28,18,0.18,Rest,6.09,1377.99,1577.22,-14.77,7.3,330.39,-375.75,14.55,19.53,8,Very high,16638.74,297.18
96.55,9,0.78,UK,-14.82,1829.75,1529.12,-11.13,36.44,322.81,-199.77,1.71,23.81,8,Low,23093.04,823.58
68.86,15,320.61,Rest,-26.97,1275.7,1906.9,-12.7,11.14,311.47,-403.53,7.92,36.68,12,Medium,20349.26,339.11
108.07,12,0.33,Europe,-4.83,1919.14,489.5,-11.23,6.82,245.23,-299.64,7.23,25.29,12,Very low,18477.24,0
138.39,12,58.59,UK,-4.53,1210.98,1677.62,-6.42,6.68,462.19,-420.72,10.17,19.48,8,High,21160.1,853.64
126.69,9,0.78,UK,-5.52,1250.79,1610.96,-10.85,7.42,269.52,-264.78,1.74,26.51,6,Medium,17132.24,0
131.79,9,227.49,UK,-5.52,1603.59,1924.62,-8.94,11.72,269.18,-453.03,8.49,22.48,14,High,18957.62,1392.54
117.52,21,0.12,USA,-6.78,1505.64,1158.14,-12.43,11.5,198.2,-517.41,15.75,21.12,10,Very high,25553.5,3574.85
116.7,6,2.04,USA,-5.58,1213.34,1261.92,-11.2,10.72,282,-327.39,5.67,22.4,10,High,26617.4,2315.23
103.88,6,114.54,UK,-7.26,1468.4,454.74,-7.51,10.96,260.34,-371.52,6.27,22.37,10,High,7199.36,1661.04
108.68,9,1.05,Europe,-10.41,1766.74,1932.64,-13.11,3.56,227.28,-307.53,9.99,19.22,10,Very low,24495.72,0
132.7,6,0,UK,-21.12,970.14,1848.44,-11.07,5.82,217,-359.7,17.88,13.12,12,Low,20439.94,1208.17
98.55,18,0.09,Rest,-24.42,1245.79,784.54,-11,15.26,340.61,-387.18,11.25,24.03,6,Very low,17770.92,434.07
127.78,15,17.94,USA,-28.89,1054.07,1187.1,-12.89,14.94,280.41,-301.8,23.49,15.7,8,Very low,15834.74,2259.67
79.35,18,0.03,USA,1.14,1643.72,1492.96,-14.77,15.32,296.22,-381.84,4.56,19.8,12,Very low,13148.2,196.6
42.02,6,0.03,USA,-6.69,1373.14,1392.24,-10.61,3.86,316.5,-331.35,2.37,22.05,8,Very high,-8780.1,353.95
123.56,15,12.51,Europe,9.6,824.07,2307.44,-7.99,9.44,269.26,-492.63,4.86,25.69,6,Medium,24616.68,929.99
80.56,15,0.27,Europe,-3.57,1699.18,1386.7,-9,15.1,381.45,-405.69,11.01,31.8,2,Low,20190.8,0
107.85,18,1.53,UK,-13.14,1273.39,943.52,-11.09,29.68,241.7,-180.63,4.26,32.31,12,Very high,15688.44,1543.83
68.75,18,10.32,Rest,-12.57,939.95,1645,-14.79,6.72,343.98,-421.68,5.79,22.32,12,Low,30615.66,258.27
40.29,6,4.2,Europe,17.49,1187.53,1568.86,-11.04,0.8,320.31,-488.28,4.35,18.19,14,Low,15148.72,1506.61
104.46,18,0.21,UK,-6.6,1299.45,465.72,-11.53,10,286.26,-344.28,4.23,16.44,4,High,5421.88,511.83
118.29,3,13.62,USA,-3.99,1501.01,1617.9,-10.9,12.42,273.17,-471.45,24.84,21.67,2,High,15886.9,3616.82
83.98,12,27.21,USA,-9.3,975.36,1015.34,-13.32,8.88,297.16,-298.68,21.81,19.77,4,Low,13480.38,1318.04
68.67,18,24.42,Rest,-23.49,1149.72,2239.82,-10.97,1.34,234.4,-330.27,1.08,21.64,14,Very low,12686.66,0
55.52,6,0.06,USA,-15.84,1533.43,2312.68,-9.61,5.66,359.74,-348.84,7.77,21.02,8,Very low,12910.34,0
98.72,6,4.47,Europe,2.46,1925.85,674.32,-15.98,0.36,291.33,-228.54,8.49,16.12,12,Very high,15053.14,0
68.46,12,79.95,Rest,-22.74,1114.4,1001.62,-12.45,8.28,288.96,-364.02,18.36,24.09,12,Very low,44648.38,635.49
67.63,15,17.28,Europe,-5.31,1077.14,518.98,-13.08,10.86,249.47,-323.79,7.29,20.9,2,Very low,10835.6,0
84.33,3,4.65,Rest,-6.99,1253.15,575.14,-8.38,2.04,290.66,-254.73,5.46,23.24,8,Low,32540.3,64.44
91.66,12,82423.59,Europe,4.32,1494.65,1112.2,-10.69,20.6,343.4,-392.22,9.9,21.2,12,Very low,40385.86,2277.7
71.68,18,11.91,UK,-10.65,1163.82,1853.26,-12.64,10.26,291.92,-268.92,8.76,19.35,6,Medium,16461.96,0
44.06,15,122.67,Europe,-4.74,1245.92,1351.9,-8.69,19.46,317.97,-295.38,10.59,22.5,6,Low,23783.14,667.95
75.19,21,1.47,Rest,1.56,1409.84,1691.66,-15.32,11.12,222.34,-392.25,4.68,18.95,6,Medium,23950.6,0
88.24,9,0.09,Rest,-7.8,1763.15,1584.26,-5.12,10.04,278.58,-486.3,17.07,20.24,6,Very low,25460.84,383.64
70.05,21,0.09,Rest,-12.09,1521.06,2110.16,-10.84,0.92,270.42,-412.17,24.57,26.66,2,Very low,15688.58,0
52.38,3,6.36,Rest,10.74,1887.12,1479.36,-10.39,10.48,291.03,-431.43,9.42,21.51,4,Low,11811.34,214.38
78.94,6,84.18,USA,-10.65,1682.5,1670.06,-5.89,13.4,278.46,-343.5,23.91,22.48,14,Very high,25069.68,3613.01
122.38,12,5.43,Rest,-11.1,1006.27,1245.06,-10.45,1.28,280.16,-529.41,10.5,21.86,14,High,16417.38,1142.75
126.67,6,80.67,UK,-11.61,1091.48,1342.54,-6.26,5.22,333.7,-258.9,7.14,7.81,8,Very low,17860.3,0
148.72,15,0.9,Rest,-2.13,1406.32,385.86,-4.03,9.4,264.89,-277.65,15.57,19.81,8,High,12265.34,459.92
131.24,12,0.03,USA,-9.24,1573.71,1735.44,-16.36,0.58,276.04,-368.01,24.12,20.02,2,Medium,8793.62,0
115.37,9,0.24,Rest,-3.42,1991.73,1004.84,-8.19,3.92,281.09,-474.6,15.3,23.31,6,Medium,23731.22,324.59
57.63,6,154.74,UK,-1.08,1074.32,824.54,-11.48,12.9,310.04,-352.95,10.65,23.61,14,High,6306.46,2316.92
116.11,9,201.93,UK,-9.36,856.65,662.96,-8.21,13.82,244.89,-353.64,18.66,21.04,8,Low,17069.9,2093.67
141.01,3,0.21,Rest,-9.78,1147.1,988.38,-11.6,21.48,273.36,-385.47,9.33,21.01,16,Very high,19414.18,2438.66
65.51,15,0.03,Rest,-18.06,1880.9,1292.44,-11.49,12.34,248.77,-476.13,13.53,19.92,10,High,7792.74,718.86
175.72,6,1.02,UK,-9.54,1695.27,1134.1,-13.58,7.84,353.88,-287.91,18.09,12.84,6,Low,17302.74,255.84
77.78,6,4079.37,Rest,-2.97,1644.36,2196.22,-8.6,4.9,179.32,-410.07,16.59,23.33,12,Very high,1994.56,464.44
126.2,3,889.17,USA,2.58,1552.24,749.54,-13.7,0.48,262.97,-245.13,6.36,22.8,12,Low,19800.48,0
47.15,15,15.78,Rest,-17.13,1673.26,1801.28,-9.73,13.02,267.85,-270.54,19.38,21.42,8,Very low,17646.82,0
8.08,9,1.05,USA,-12.75,1081.97,998.52,-6.24,20.78,282.7,-263.85,5.55,22.06,8,Very low,16441.04,1862.98
72.48,9,0.48,Rest,-6.15,1233.38,1071.5,-7.35,1.68,276.17,-227.46,0.12,17.11,6,Medium,39818.02,0
75.94,9,51.24,Europe,-8.31,1315.41,1321.54,-9.84,9.12,281,-357,10.26,20.58,0,Medium,11560.54,0
89.02,18,99.87,Europe,-5.61,1078.76,1336.02,-9.45,11.7,281.88,-399.66,2.01,30.05,8,Medium,12105.92,584.26
99.33,15,9.06,UK,-14.88,1170.92,1038.08,-10.11,0.74,284.2,-161.67,14.52,19.13,2,Very high,520.14,0
56.7,24,1.23,Rest,6.81,975.45,1342.92,-10.02,6.98,287.66,-451.23,3.21,24.41,10,Very low,19409.76,88.09
121.07,12,11.61,UK,1.38,758.44,2213.86,-13.9,8.2,264.5,-183.99,7.02,22.18,12,Very low,14846,0
66.72,12,84.42,UK,-2.94,1633.92,1648.94,-10.65,5.98,270.28,-475.32,6.3,25.69,2,Very low,14536.82,0
50.64,12,11.01,USA,-5.28,1655.02,170.46,-7.6,3.14,211.63,-243.72,5.07,19.92,6,Very high,26085.72,0
63.83,12,18.21,Europe,8.07,1527.73,747.7,-13.48,0.82,278.92,-273.45,19.14,26.08,8,High,24880.56,0
140.95,12,0.03,USA,-12.12,1898.5,1130.3,-12.06,5.72,261.56,-351.75,5.28,17.9,14,Medium,12903.18,128.76
46.46,12,1725.81,Europe,-4.47,971.67,929.68,-7.95,10.78,309.11,-338.58,6.72,19.84,2,Very low,32266.02,0
92.88,9,0.06,Rest,-4.5,1057.52,1308.06,-8.2,5.96,280.97,-305.85,3.03,20.11,6,Very low,21570.5,0
55.89,18,0.84,USA,-8.4,800.89,894.7,-13.76,11.26,249.25,-522.36,11.64,19.76,10,Very high,2375.54,3777.17
59.01,15,12.27,USA,-12.51,1629.43,1566.76,-9.25,5.78,238.04,-548.73,12.9,19.39,10,Very low,15029.16,1135.27
103.71,12,14.85,UK,-18.27,1455.27,100.14,-10.01,21.64,272.62,-447.21,21.03,19.4,10,High,11985.36,3435.4
52.84,12,3.48,USA,-30.06,1266.78,775.02,-3.05,11.54,245.35,-189.69,1.65,20.15,8,Low,14292.92,0
77.7,9,0.03,Europe,-26.28,1762.2,497.2,-12.47,12.18,267.33,-415.05,1.23,21.29,10,High,17250.8,2137.38
95.12,6,560.19,USA,0.42,842.89,647.58,-11,14.38,231.59,-255.21,9.72,14.98,8,Low,25117.34,2864.08
82.98,30,7.32,Europe,-4.44,1062.5,1024.22,-10.15,8.48,274.75,-285.57,2.07,18.4,8,Very high,13947.32,0
81.79,15,26.37,USA,-8.64,1247.53,266.42,-13.34,6.54,228.79,-208.92,14.64,24.25,6,Very high,21990.16,677.49
142.41,18,7.08,UK,-16.8,1730.37,946.9,-14.85,1.5,297.81,-261.93,11.16,22.22,10,Low,18272.3,0
105.91,15,379.08,Europe,-16.56,1744.98,1106.6,-3.42,2.76,281.36,-361.05,8.4,24.19,8,Very low,-6143.42,0
117.93,9,1.5,UK,-0.39,1127.27,622.68,-2.74,16.74,213.02,-326.55,2.07,17.57,10,Low,29028.24,1398.87
95.2,15,147.18,Europe,1.68,978.8,1483,-10.81,9,333.4,-462.6,9.93,21.96,6,High,10912.2,1978.29
99.28,12,0.15,Europe,-5.88,1911.06,1673.56,-11.97,2.04,292.07,-331.5,7.5,21.13,6,Very low,8521.28,0
139.79,15,1.68,USA,1.44,1971,2115.98,-12.94,7.5,356.03,-262.23,14.94,17.77,8,Very high,21751.04,0
143.58,21,0.15,Europe,-13.5,1690.59,1053.62,-13.58,6.48,274.99,-399.81,11.43,33.58,10,High,17864.3,203.69
83.42,15,0.21,Rest,-8.76,1647.64,2441.42,-11.26,7.74,284.93,-332.1,11.52,20.21,0,Very low,16028.1,0
88.49,18,1.95,Rest,-8.88,1214.18,640.86,-9.95,13.46,249.47,-366.96,15.66,16.12,6,Very high,4253.48,922.76
78.39,9,0.33,Rest,-31.65,1152.67,1909.72,-7.74,7.24,286.66,-317.4,2.16,25.51,4,Very high,15603.56,13.33
72.99,18,6.18,Rest,0.72,1484.59,203.24,-12.34,3.92,396.11,-239.88,5.49,19.97,4,Very low,14099.74,0
96.41,6,2.22,UK,-18.09,999.78,921.62,-6.53,14.44,283.32,-359.61,9.9,16.74,6,Very high,17193.58,2087.98
56.78,12,13.98,Europe,10.74,1340.08,2006.18,-11.51,7.7,286.85,-397.95,7.71,24.23,4,High,14888.2,0
92.52,12,7.32,USA,-6.57,1118.35,540.58,-12.98,3.4,251.77,-345,12.42,19.35,8,High,31276.38,2039.66
153.27,9,0.18,Rest,-6.51,1097.16,669.48,-11.01,5.78,245.55,-290.79,7.11,9.59,6,Very high,14710.68,409.9
77.84,9,0.75,Europe,5.94,1366.54,1627.8,-8.02,8.32,379.66,-128.58,4.92,22.8,6,Low,11284.28,0
83.35,15,0.03,Europe,1.2,1725.56,1747.82,-10.05,2.08,290.31,-202.71,29.22,20.08,6,Very high,24670.72,0
96.3,24,6.33,UK,-10.23,1587.96,1645.48,-14.75,1.38,254.03,-342.45,4.62,10.64,10,Very low,15723.1,0
62.3,18,9.96,Europe,-13.89,1191.2,515.78,-14.73,7.34,253.98,-321.87,25.65,26.18,8,Very low,16912.64,1264.64
100.84,0,3.27,USA,-0.15,1411.75,809.18,-10.02,5.44,230.15,-247.95,9.93,12.5,10,Very low,2.26,338.93
107.77,15,2228.97,Rest,-0.84,1219.4,1699.24,-9.51,1.28,294.72,-419.94,4.56,24.73,8,Medium,32406.74,0
45.86,12,392.88,Europe,-4.08,1496.66,1455.26,-12.2,7.94,211.72,-534.09,26.25,20.26,12,Very high,18159.56,2904.53
93.78,15,10.17,UK,2.58,1563.58,555.6,-13.62,12.44,274.7,-341.55,2.73,25.11,8,Medium,-4218.58,546.57
121.36,12,4.53,UK,1.2,873.35,1186.58,-14.13,2.36,231.19,-401.46,13.26,20.77,6,High,16720.26,1037.45
116.09,9,3.84,Europe,2.16,723.73,2199.46,-10.46,9.96,291.42,-253.38,6.63,16.75,6,Low,15793.28,0
132.21,12,2.61,USA,-20.13,1752.09,1126.74,-11.9,12.5,265.38,-255.57,10.71,21.01,12,High,14156.28,616.01
90.36,9,0.03,USA,-20.25,1166.54,491.52,-9.21,10.32,276.47,-532.2,5.94,23.67,6,Very high,12668.74,3763.35
